,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
53,53,В яких країнах є місця з більш ніж двома печерами ,uk,train,"# ::snt В яких країнах є місця з більш ніж двома печерами 
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt В яких країнах є місця з більш ніж двома печерами
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855398
(z0 / яких)",0.12
54,54,У яких країнах є місця з більш ніж двома печерами,uk,train,"# ::snt У яких країнах є місця з більш ніж двома печерами
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt У яких країнах є місця з більш ніж двома печерами
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855425
(z0 / string-entity
    :value ""яких_країнах"")",0.11
55,55,Kurios šalys turi vietas su daugiau nei dviem urvų?,lt,train,"# ::snt Kurios šalys turi vietas su daugiau nei dviem urvų?
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt Kurios šalys turi vietas su daugiau nei dviem urvų?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855452
(z0 / amr-unintelligible
    :value ""Kulios"")",0.11
56,56,Kuriose šalyse yra daugiau nei dviejų urvų?,lt,train,"# ::snt Kuriose šalyse yra daugiau nei dviejų urvų?
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt Kuriose šalyse yra daugiau nei dviejų urvų?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855480
(z0 / and
    :op1 (z1 / kuriose)
    :op2 (z2 / yra)
    :op3 (z3 / urvót
             :ARG1-of (z4 / request-confirmation-91)))",0.16
57,57,"Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai",lt,train,"# ::snt Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855507
(z0 / and
    :op1 (z1 / kuriose-00
             :ARG1 (z2 / yra))
    :op2 (z3 / kuriose-01
             :ARG1 (z4 / yra))
    :op3 (z5 / nei-du-urvai))",0.15
58,58,У якіх краінах ёсць месцы з больш чым двума пячорамі,be,train,"# ::snt У якіх краінах ёсць месцы з больш чым двума пячорамі
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt У якіх краінах ёсць месцы з больш чым двума пячорамі
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855535
(z0 / string-entity
    :value ""якіна"")",0.11
59,59,Where did Abraham Lincoln die?,en,train,"# ::snt Where did Abraham Lincoln die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Where did Abraham Lincoln die?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855563
(z0 / die-01
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :location (z3 / amr-unknown))",0.95
60,60,Авраам Линкольн ҡайҙа вафат булды?,ba,train,"# ::snt Авраам Линкольн ҡайҙа вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа вафат булды?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855600
(z0 / amr-unintelligible
    :value ""Линкольн"")",0.15
61,61,Авраам Линкольн ҡайҙа үлгән?,ba,train,"# ::snt Авраам Линкольн ҡайҙа үлгән?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа үлгән?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855627
(z0 / amr-unintelligible
    :value ""Линкольн"")",0.15
62,62,Où est décédé Abraham Lincoln ?,fr,train,"# ::snt Où est décédé Abraham Lincoln ?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Où est décédé Abraham Lincoln ?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855658
(z0 / estécédé-00
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :polarity (z3 / amr-unknown))",0.76
63,63,Wo starb Abraham Lincoln?,de,train,"# ::snt Wo starb Abraham Lincoln?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Wo starb Abraham Lincoln?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855687
(z0 / star-01
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :polarity (z3 / amr-unknown))",0.76
64,64,Wo ist Abraham Lincoln gestorben?,de,train,"# ::snt Wo ist Abraham Lincoln gestorben?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Wo ist Abraham Lincoln gestorben?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855715
(z0 / gestorben
    :polarity (z1 / amr-unknown)
    :domain (z2 / person
                :wiki ""Abraham_Lincoln""
                :name (z3 / name
                          :op1 ""Abraham""
                          :op2 ""Lincoln"")))",0.67
65,65,Где умер Авраам Линкольн,ru,train,"# ::snt Где умер Авраам Линкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Где умер Авраам Линкольн
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855756
(z0 / Где)",0.17
66,66,Где умер Абрахам Линкольн?,ru,train,"# ::snt Где умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Где умер Абрахам Линкольн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855782
(z0 / Где)",0.17
67,67,Когда умер Абрахам Линкольн?,ru,train,"# ::snt Когда умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Когда умер Абрахам Линкольн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855807
(z0 / amr-unintelligible
    :value ""Когда_умер"")",0.15
68,68,Де помер Авраам Лінкольн,uk,train,"# ::snt Де помер Авраам Лінкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Де помер Авраам Лінкольн
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855831
(z0 / amr-unintelligible
    :value ""помер""
    :op2 ""Аврам"")",0.14
69,69,Kur mirė Abraomas Linkolnas?,lt,train,"# ::snt Kur mirė Abraomas Linkolnas?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mirė Abraomas Linkolnas?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855862
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Kur""
              :op2 ""mirė""
              :op3 ""Abraomas""
              :op4 ""Linkolnas"")
    :polarity (z2 / amr-unknown))",0.38
70,70,Kur mire Abraomas Linkolnas,lt,train,"# ::snt Kur mire Abraomas Linkolnas
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mire Abraomas Linkolnas
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855888
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Kur_mire""
              :op2 ""Abraomas""
              :op3 ""Linkolnas""))",0.33
71,71,Дзе памёр Абрагам Лінкальн?,be,train,"# ::snt Дзе памёр Абрагам Лінкальн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855913
(z0 / amr-unintelligible
    :value ""Дзе"")",0.15
72,72,Дзе памёр Абрагам Лінкальн? ,be,train,"# ::snt Дзе памёр Абрагам Лінкальн? 
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855940
(z0 / amr-unintelligible
    :value ""Дзе"")",0.15
73,73,Which airports does Air China serve?,en,train,"# ::snt Which airports does Air China serve?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Which airports does Air China serve?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855966
(z0 / serve-02
    :ARG0 (z1 / company
              :wiki ""Air_China""
              :name (z2 / name
                        :op1 ""Air""
                        :op2 ""China""))
    :ARG1 (z3 / airport
              :mod (z4 / amr-unknown)))",0.8
74,74,Air China ҡайһы авиакомпанияларҙы ҡарай?,ba,train,"# ::snt Air China ҡайһы авиакомпанияларҙы ҡарай?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Air China ҡайһы авиакомпанияларҙы ҡарай?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.855991
(z0 / country
    :wiki ""China""
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China"")
    :polarity (z2 / amr-unknown))",0.48
75,75,Quels aéroports sont desservis par Air China ?,fr,train,"# ::snt Quels aéroports sont desservis par Air China ?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Quels aéroports sont desservis par Air China ?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856017
(z0 / desservis
    :polarity -
    :domain (z1 / quel-à-roport)
    :prep-par (z2 / company
                  :wiki ""China_Airlines""
                  :name (z3 / name
                            :op1 ""Air""
                            :op2 ""China""))
    :polarity (z4 / amr-unknown))",0.54
76,76,Welche Flughäfen werden durch Air China angeflogen?,de,train,"# ::snt Welche Flughäfen werden durch Air China angeflogen?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Welche Flughäfen werden durch Air China angeflogen?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856044
(z0 / amr-unintelligible
    :value ""Werden"")",0.13
77,77,Welche Flughäfen bedient Air China?,de,train,"# ::snt Welche Flughäfen bedient Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Welche Flughäfen bedient Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856068
(z0 / bedient-00
    :ARG1 (z1 / company
              :wiki ""China_Airlines""
              :name (z2 / name
                        :op1 ""Air""
                        :op2 ""China""))
    :polarity (z3 / amr-unknown))",0.61
78,78,Какие аэропорты обслуживает авиакомпания Air China,ru,train,"# ::snt Какие аэропорты обслуживает авиакомпания Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает авиакомпания Air China
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856094
(z0 / company
    :wiki -
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China""))",0.53
79,79,Какие аэропорты обслуживает Эир Чайна?,ru,train,"# ::snt Какие аэропорты обслуживает Эир Чайна?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает Эир Чайна?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856119
(z0 / amr-unintelligible
    :value ""Какие""
    :polarity (z1 / amr-unknown))",0.24
80,80,Какие аэропорты обслуживает Air China?,ru,train,"# ::snt Какие аэропорты обслуживает Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.856145
(z0 / company
    :wiki ""China_Airlines""
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China"")
    :polarity (z2 / amr-unknown))",0.57
