,sentence,language,set,gold_amr,parsed_amr,smatch
57,"Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai",lt,train,"# ::snt Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt У якіх краінах ёсць месцы з больш чым двума пячорамі
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))",0.15
58,У якіх краінах ёсць месцы з больш чым двума пячорамі,be,train,"# ::snt У якіх краінах ёсць месцы з больш чым двума пячорамі
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))","# ::snt Ҡайһы илдәрҙә ике мәмерйәнән дә күберәк урындар бар?
(h / have-03
      :ARG0 (c / country
            :mod (a / amr-unknown))
      :ARG1 (p / place
            :ARG0-of (h2 / have-03
                  :ARG1 (c2 / cave
                        :quant (m / more-than :op1 2)))))",0.11
59,Where did Abraham Lincoln die?,en,train,"# ::snt Where did Abraham Lincoln die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Where did Abraham Lincoln die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.95
60,Авраам Линкольн ҡайҙа вафат булды?,ba,train,"# ::snt Авраам Линкольн ҡайҙа вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Wo starb Abraham Lincoln?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.15
61,Авраам Линкольн ҡайҙа үлгән?,ba,train,"# ::snt Авраам Линкольн ҡайҙа үлгән?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Wo ist Abraham Lincoln gestorben?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.15
62,Où est décédé Abraham Lincoln ?,fr,train,"# ::snt Où est décédé Abraham Lincoln ?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mirė Abraomas Linkolnas?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.76
63,Wo starb Abraham Lincoln?,de,train,"# ::snt Wo starb Abraham Lincoln?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mire Abraomas Linkolnas
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.76
64,Wo ist Abraham Lincoln gestorben?,de,train,"# ::snt Wo ist Abraham Lincoln gestorben?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Где умер Авраам Линкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.67
65,Где умер Авраам Линкольн,ru,train,"# ::snt Где умер Авраам Линкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Где умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.17
66,Где умер Абрахам Линкольн?,ru,train,"# ::snt Где умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Когда умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.17
67,Когда умер Абрахам Линкольн?,ru,train,"# ::snt Когда умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Де помер Авраам Лінкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.15
68,Де помер Авраам Лінкольн,uk,train,"# ::snt Де помер Авраам Лінкольн
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.14
69,Kur mirė Abraomas Linkolnas?,lt,train,"# ::snt Kur mirė Abraomas Linkolnas?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн? 
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.38
70,Kur mire Abraomas Linkolnas,lt,train,"# ::snt Kur mire Abraomas Linkolnas
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.33
71,Дзе памёр Абрагам Лінкальн?,be,train,"# ::snt Дзе памёр Абрагам Лінкальн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа үлгән?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.15
72,Дзе памёр Абрагам Лінкальн? ,be,train,"# ::snt Дзе памёр Абрагам Лінкальн? 
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Où est décédé Abraham Lincoln ?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))",0.15
73,Which airports does Air China serve?,en,train,"# ::snt Which airports does Air China serve?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Which airports does Air China serve?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.8
74,Air China ҡайһы авиакомпанияларҙы ҡарай?,ba,train,"# ::snt Air China ҡайһы авиакомпанияларҙы ҡарай?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Welche Flughäfen werden durch Air China angeflogen?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.48
75,Quels aéroports sont desservis par Air China ?,fr,train,"# ::snt Quels aéroports sont desservis par Air China ?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Welche Flughäfen bedient Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.54
76,Welche Flughäfen werden durch Air China angeflogen?,de,train,"# ::snt Welche Flughäfen werden durch Air China angeflogen?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Kuriuos oro uostus aptarnauja „Air China“?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.13
77,Welche Flughäfen bedient Air China?,de,train,"# ::snt Welche Flughäfen bedient Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Oro uostai, kuriuos aptarnauja „Air China“.
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.61
78,Какие аэропорты обслуживает авиакомпания Air China,ru,train,"# ::snt Какие аэропорты обслуживает авиакомпания Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает авиакомпания Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.53
79,Какие аэропорты обслуживает Эир Чайна?,ru,train,"# ::snt Какие аэропорты обслуживает Эир Чайна?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает Эир Чайна?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.24
80,Какие аэропорты обслуживает Air China?,ru,train,"# ::snt Какие аэропорты обслуживает Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Какие аэропорты обслуживает Air China?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.57
81,Які аеропорти обслуговує авіакомпанія Air China,uk,train,"# ::snt Які аеропорти обслуговує авіакомпанія Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Які аеропорти обслуговує авіакомпанія Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.53
82,Kuriuos oro uostus aptarnauja „Air China“?,lt,train,"# ::snt Kuriuos oro uostus aptarnauja „Air China“?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Якія аэрапорты абслугоўвае авіякампанія Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.37
83,"Oro uostai, kuriuos aptarnauja „Air China“.",lt,train,"# ::snt Oro uostai, kuriuos aptarnauja „Air China“.
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Air China ҡайһы авиакомпанияларҙы ҡарай?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.28
84,Якія аэрапорты абслугоўвае авіякампанія Air China,be,train,"# ::snt Якія аэрапорты абслугоўвае авіякампанія Air China
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))","# ::snt Quels aéroports sont desservis par Air China ?
(s / serve-01
      :ARG0 (c / company :name (n / name :op1 ""Air"" :op2 ""China""))
      :ARG2 (a / airport
            :mod (a2 / amr-unknown)))",0.53
85,Give me all actors starring in movies directed by and starring William Shatner.,en,train,"# ::snt Give me all actors starring in movies directed by and starring William Shatner.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :mod (a2 / all)
            :ARG1-of (s / star-01
                  :ARG2 (m / movie
                        :ARG1-of (d / direct-01
                              :ARG0 (p2 / person :name (n / name :op1 ""William"" :op2 ""Shatner"")))
                        :ARG2-of (s2 / star-01
                              :ARG1 p2))))
      :ARG2 (i / i))","# ::snt Give me all actors starring in movies directed by and starring William Shatner.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :mod (a2 / all)
            :ARG1-of (s / star-01
                  :ARG2 (m / movie
                        :ARG1-of (d / direct-01
                              :ARG0 (p2 / person :name (n / name :op1 ""William"" :op2 ""Shatner"")))
                        :ARG2-of (s2 / star-01
                              :ARG1 p2))))
      :ARG2 (i / i))",0.88
86,Donnez-moi tous les acteurs qui figurent dans les films réalisés par William Shatner.,fr,train,"# ::snt Donnez-moi tous les acteurs qui figurent dans les films réalisés par William Shatner.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :mod (a2 / all)
            :ARG1-of (s / star-01
                  :ARG2 (m / movie
                        :ARG1-of (d / direct-01
                              :ARG0 (p2 / person :name (n / name :op1 ""William"" :op2 ""Shatner"")))
                        :ARG2-of (s2 / star-01
                              :ARG1 p2))))
      :ARG2 (i / i))","# ::snt Liste alle Schauspieler, die in Filmen mitspielen, in denen William Shatner Regie führte und auch die Hauptrolle spielte.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :mod (a2 / all)
            :ARG1-of (s / star-01
                  :ARG2 (m / movie
                        :ARG1-of (d / direct-01
                              :ARG0 (p2 / person :name (n / name :op1 ""William"" :op2 ""Shatner"")))
                        :ARG2-of (s2 / star-01
                              :ARG1 p2))))
      :ARG2 (i / i))",0.5
